Sentence,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Label
tiffanyshlain use password agile works well,0,0,0,0,0,0,0,0,neg
rt wadhwa point demand podcast taken engage legal action asked reinstated co,1,0,0,0,0,0,0,1,neg
berkun bingo almost everything industry changing world less would like afford admit,0,0,0,0,0,0,0,0,neg
lenovo care hiring ambassador sexism tech unless goal marketing milashtonfan,0,0,0,0,0,0,0,1,pos
milashtonfan certainly presumes supposed audience many tech co lenovo,0,1,0,0,0,0,0,0,pos
dearsarah truth defense wadhwa,1,1,0,1,0,0,0,1,neg
nothing pushed block people much podcast jewish stuff ask death violence wishes fb,2,1,1,2,0,2,1,0,neg
idea would spokesperson jews seems incredibly goyishe prepping next morningjewshow fb,0,0,0,0,0,0,0,0,neg
thing making impossibility writing anything funny funny check last tweet links lgbt,0,0,0,0,0,0,0,0,neg
rt bijancbayne jbouie tanehisicoates reilly giuliani say blacks never discuss social ills accountability know,0,0,0,0,0,0,0,1,pos
ameliagreenhall think also failure laziness media events work really examine issues beyond,0,0,1,1,0,1,0,0,neg
also right wadhwa pieces tech industry fixing diversity problem much meaningful reporting,0,0,0,1,0,1,0,0,neg
ameliagreenhall wish also covered large publications media conferences going expert,0,0,0,0,0,0,0,1,pos
rt dearsarah npr amp tldr caved wadhwa childish threats amp helping silence women asked years stop,0,0,0,0,0,0,0,0,neg
night good people fb,0,1,0,0,1,0,1,1,pos
rt benjaminnorton gathered vigil tonight chapel hill honor muslim americans killed chapelhillshooting h,0,1,0,0,0,0,0,1,pos
weezus also spent high holiday sermon laying attacks gaza purely wrong unjewish,0,1,0,0,1,0,0,2,pos
weezus seems really mean say condescend incredibly smart inclusive willing,0,0,0,0,0,0,0,0,neg
rabbi awesome sentence never thought write,1,2,1,1,0,1,0,0,neg
succinct oh corporate works enables rewards mental illness fb,0,0,0,1,0,1,0,0,neg
rt neb wait facebook graph search frikken gone slurping info structuring giving back,0,1,0,0,0,0,0,0,pos
sure misremember work journalists fact checkers paid pay attention say brianwilliams,0,1,0,0,1,0,0,2,pos
alexismadrigal interested knowing subvert subvert etc,0,0,3,2,0,3,0,0,neg
cameronesposito pesticide ridden might use,0,0,0,0,0,0,0,0,neg
arsetechnica would stop funny seconds,0,0,0,0,0,0,0,0,neg
anyone upset uma thurman face change write produce script middle aged woman fb,1,0,0,1,0,1,0,0,neg
rt ihatejoelkim personally ready gay president yet mostly prepared get asked know every membe,0,2,0,0,0,0,0,2,pos
rt cameronesposito believe wasted high school boobs men,1,0,1,0,0,0,0,1,neg
want listen regular political comedy show hosted women subscribe morningjewshow host w kthalps,0,1,0,0,0,0,0,1,pos
rt ruthannharnisch morningjewshow thedailyshow nu,0,0,0,0,0,0,0,0,neg
morningjewshow jon stewart replacement next choice margaretcho would awesome fb,0,0,0,0,0,0,0,0,neg
marikotamaki xo dirtbagg,0,0,0,0,0,0,0,0,neg
rt morningjewshow bat mitzvahs willing discuss possibility thedailyshow cc ruthannharnisch,0,1,0,0,0,0,0,0,pos
try determine speaks jews morningjewshow taping jon stewart announces dailyshow retirement coincidence,0,1,0,1,1,1,1,1,pos
working next morningjewshow guys shandehs bumming much need recent mensch good jews,0,1,0,0,1,0,1,1,pos
mattbors solo performer comic love way illustrated storytelling approach gives journalism power thanks,0,0,0,0,1,0,0,1,pos
susanorlean one need bmi sesac license sec planning upcoming morningjewshow,0,1,0,0,0,0,0,1,pos
ken goldberg response uma thurman new looks seems pretty uncanny valleyish think applies,0,1,0,1,1,0,1,1,pos
rt thejeffdavidson morningjewshow heathr jew speak one person possibly speak jews happily l,0,0,0,0,1,0,0,0,pos
susanorlean know needed make sure rights cleared music podcast,0,0,0,0,1,1,0,0,neg
rt morningjewshow netanyahu decided going speak representative entire jewish people speak,0,0,0,0,0,0,0,0,neg
best broadcast interviewer know kristatippet check beingtweets podcast,0,0,0,1,0,0,0,0,neg
nje distance fentons love place swell deserves word,0,0,0,0,1,0,0,1,pos
never imagined pizza would mean much fb,0,0,0,0,0,0,0,0,neg
toddlers circle taking turn middle grooving family special song cooldaycare fb,0,0,0,0,1,0,0,0,pos
night good people fb,0,1,0,0,1,0,1,1,pos
rt zefrank individual comprehend network node something complex,0,1,0,0,0,0,0,0,pos
rt ditzkoff thought could get something waffle house secaucus would melissa rivers accepts grammy,1,1,0,0,0,1,0,0,neg
rt jenperos joan rivers awarded posthumous grammy best spoken word album diary mad diva watchwithus,1,0,1,1,1,2,0,2,neg
tanehisicoates less prone projecting cause emotional pain onto someone less power try feel better,0,0,0,1,0,1,0,0,neg
ellenpapadakis thanks ellen actually cool interesting see work next show wish still videos,0,0,0,0,0,0,0,1,pos
oh brave thing want hear white man say wrong fb,0,1,0,0,1,0,0,1,pos
sadydoyle primary question business everything value beyond marketing manipulation,1,0,0,1,0,0,0,0,neg
rt sadydoyle primary question culture crit next years whether value journalism also mark,0,0,0,0,0,0,0,1,pos
escapist good health sending good vibes tell us hat day send worked mine,0,2,0,0,2,0,2,2,pos
owenthomas sure delighted next host cook new one,0,1,0,0,1,0,1,0,pos
owenthomas selling fey,0,0,0,0,0,0,0,0,neg
got gay divorced long island heart goes rosie,0,1,0,0,0,0,0,0,pos
wonderful rare experience today kind stranger helped stayed called others need help,0,0,0,1,2,0,1,2,pos
downstairs neighbour choose helping us fire game confirmed decision fb,0,0,0,1,0,0,0,1,neg
rt jsmooth fyi facebook account shut today jay smooth name used publicly years,0,0,0,0,0,0,0,1,pos
veen congrats trueventures,0,0,0,0,0,0,0,0,neg
ianrhett listening youtube filling heart god love voice,0,1,0,1,2,0,0,1,pos
ayadeleon congratulations,0,0,0,0,0,0,0,0,neg
sign times medical office yesterday long generic questionnaire asked either female male genital surgery,0,2,0,2,0,1,0,1,neg
